"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"	"Trace"
"2377"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"user-57_2014-11-08_08-52-04_utt_017.wav"	"i would like to leave on"	"i would like to leave on"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2380"	"Frag: billigeres Ticket"	"user-57_2014-11-08_08-52-04_utt_021.wav"	"cheaper ticket ticket"	"cheaper ticket tickets"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2388"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-08_08-52-04_utt_033.wav"	"i would like to pay with euros"	"i would like to pay with euro*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2389"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-08_08-52-04_utt_034.wav"	"can i pay with euros"	"can i pay with euro*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2390"	"Sag: Ich habe kleinere Note"	"user-57_2014-11-08_08-52-04_utt_035.wav"	"i have smaller notes"	"i have small notes"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2396"	"Sag: Ich möchte in der Mitte sitzen"	"user-57_2014-11-08_08-52-04_utt_043.wav"	"i would like to sit in the middle row"	"i would like to sit in the middle row"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2429"	"Frag: eine L"	"user-57_2014-11-08_08-52-04_utt_089.wav"	"how much"	"large*z"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2449"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"user-57_2014-11-10_16-20-38_utt_015.wav"	"i want to leave on thursday morning"	"i want to leave on thirty morning"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2454"	"Sag: Die Hauptstadt von Österreich ist Wien"	"user-57_2014-11-10_16-20-38_utt_022.wav"	"the capital of austria is green"	"the capital of austria is wien*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2458"	"Frag: ein Ticket zum Trafalgar Square"	"user-57_2014-11-10_16-20-38_utt_028.wav"	"i would like a ticket to trafalgar store"	"i would like a ticket to trafalgar*z scar"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2459"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-10_16-20-38_utt_029.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2463"	"Sag: Ich möchte in der vierten Reihe sitzen"	"user-57_2014-11-10_16-20-38_utt_036.wav"	"i would like to sit in the forty row"	"i would like to sit in the forty row"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2486"	"Frag: Karrotenkuchen"	"user-57_2014-11-10_16-20-38_utt_065.wav"	"i would like the carrot o'clock"	"i would like the carrot cook"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2499"	"Frag: eine S"	"user-57_2014-11-10_16-20-38_utt_085.wav"	"thirty"	"thirty"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2507"	"Frag: Gibt es einen Lift?"	"user-57_2014-11-11_16-55-24_utt_007.wav"	"is there an elevator"	"is there a elevator"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2509"	"Sag: Das WC ist dreckig"	"user-57_2014-11-11_16-55-24_utt_010.wav"	"the bathroom is dirty"	"the v c is dirty"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2510"	"Frag: Wo ist der Haarföhn?"	"user-57_2014-11-11_16-55-24_utt_012.wav"	"where is the hairdresser"	"where is the haarföhn*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2514"	"Sag: Ich möchte um 9 Uhr morgen abreisen"	"user-57_2014-11-11_16-55-24_utt_018.wav"	"i would like to leave on nine morning"	"i would like to leave on nine uhr*v morning"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2530"	"Frag: 3 Tickets für Samstagabend"	"user-57_2014-11-11_16-55-24_utt_042.wav"	"i would like three tickets for sunday evening"	"i would like three tickets for sunday evening"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2557"	"Sag: Dies ist zu eng"	"user-57_2014-11-11_16-55-24_utt_077.wav"	"this is too large"	"this is too large*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2559"	"Sag du möchtest nicht: diese Jeans"	"user-57_2014-11-11_16-55-24_utt_079.wav"	"i do not want these jeans"	"i do not want this jeans"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2567"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-12_11-54-21_utt_009.wav"	"i would like to pay with euros"	"i would like to pay with euro*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2568"	"Sag: Ich möchte mit Euros bezahlen"	"user-57_2014-11-12_11-54-21_utt_010.wav"	"can i pay with euros"	"can i pay with euro*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2574"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-12_11-54-21_utt_018.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2584"	"Sag: Die Hauptstadt von Österreich ist Wien"	"user-57_2014-11-12_11-54-21_utt_032.wav"	"the capital of austria is medium"	"the capital of austria is wien*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2591"	"Sag: Ich möchte morgen gehen"	"user-57_2014-11-12_11-54-21_utt_043.wav"	"i would like to leave morning"	"i would like to leave morning"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2592"	"Sag: Ich möchte morgen gehen"	"user-57_2014-11-12_11-54-21_utt_044.wav"	"i would like to go on tomorrow"	"i would like to go on tomorrow"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2596"	"Frag: Tickets für das Naturhistorische Museum"	"user-57_2014-11-12_11-54-21_utt_048.wav"	"i would like tickets for the natural history museum"	"i would like ticket for the natural history museum"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2601"	"Sag: Ich möchte am Donnerstagabend gehen"	"user-57_2014-11-12_11-54-21_utt_057.wav"	"i would like to leave on saturday evening"	"i would like to leave on thirty evening"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2604"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"user-57_2014-11-12_11-54-21_utt_060.wav"	"i would like tomorrow in the second row"	"i would like to row in the second row"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2605"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"user-57_2014-11-12_11-54-21_utt_061.wav"	"i would like to leave in the second row"	"i would like to leave in the second row"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2607"	"Frag: Tickets für Madame Tussauds"	"user-57_2014-11-12_11-54-21_utt_063.wav"	"i would like tickets for the madame tussauds"	"i would like tickets for the madame tussauds"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2612"	"Frag: Bohnen"	"user-57_2014-11-12_11-54-21_utt_070.wav"	"i would like beans"	"i would like a beans"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2630"	"Frag: eine L"	"user-57_2014-11-12_11-54-21_utt_096.wav"	"i'm from"	"large*z"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2636"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-13_18-25-35_utt_007.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2637"	"Frag: Gibt es einen Coiffeur?"	"user-57_2014-11-13_18-25-35_utt_008.wav"	"is there a pool"	"is there a coiffeur*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2639"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"user-57_2014-11-13_18-25-35_utt_012.wav"	"i would like to leave on friday morning"	"i would like to leave on friday morning"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2651"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-13_18-25-35_utt_029.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2658"	"Sag: Ich möchte heute Abend gehen"	"user-57_2014-11-13_18-25-35_utt_039.wav"	"i would like to go tomorrow"	"i would like to go tomorrow"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2659"	"Sag: Ich möchte heute Abend gehen"	"user-57_2014-11-13_18-25-35_utt_040.wav"	"i would like to go morning"	"i would like to go morning"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2662"	"Sag: Ich möchte hinten sitzen"	"user-57_2014-11-13_18-25-35_utt_043.wav"	"i would like to sit andy ah hello i would"	"i would like to sit hinten*v xxx i wou*a i would"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2663"	"Frag: Tickets für das Naturhistorische Museum"	"user-57_2014-11-13_18-25-35_utt_044.wav"	"i would like tickets for the natural history museum"	"i would like ticket for the natural history museum"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2669"	"Sag: Dies ist nicht was ich bestellt habe"	"user-57_2014-11-16_12-20-12_utt_006.wav"	"this is not what i have ordered"	"this is not what i had ordered"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2673"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-16_12-20-12_utt_011.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2674"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-16_12-20-12_utt_012.wav"	"can i pay with mastercard"	"can i pay with mastercard"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2675"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-16_12-20-12_utt_013.wav"	"can i pay with mastercard"	"can i pay with mastercard"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2689"	"Sag: Dies ist zu weit"	"user-57_2014-11-16_12-20-12_utt_036.wav"	"this is too large"	"this is too large*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2694"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-16_12-20-12_utt_041.wav"	"i do not want is this"	"i do not want is this"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2722"	"Sag: Ich möchte in der zehnten Reihe sitzen"	"user-57_2014-11-16_12-20-12_utt_079.wav"	"i would like to sit in the ten row"	"i would like to sit in the ten row"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2735"	"Frag: Wo ist das Naturhistorische Museum?"	"user-57_2014-11-16_12-20-12_utt_098.wav"	"where is the"	"where is the nat*a"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2736"	"Frag: Wo ist das Naturhistorische Museum?"	"user-57_2014-11-16_12-20-12_utt_099.wav"	"where is the natural history museum"	"where is the natural historisch*v museum"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2743"	"Sag: Ich muss gehen"	"user-57_2014-11-16_12-20-12_utt_109.wav"	"i want to go on"	"i want to know"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2748"	"Frag: Hosen"	"user-57_2014-11-16_12-20-12_utt_118.wav"	"i would like jeans"	"i would like jeans"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2749"	"Frag: Hosen"	"user-57_2014-11-16_12-20-12_utt_119.wav"	"i would like jeans"	"i would like jeans"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2755"	"Frag: Wie viel kostet die Hose?"	"user-57_2014-11-16_12-20-12_utt_125.wav"	"how much arch is paul"	"how much are this pants*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2756"	"Sag: Die Hose ist zu teuer"	"user-57_2014-11-16_12-20-12_utt_126.wav"	"the tower is too expensive"	"the pants*z is too expensive"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2763"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"user-57_2014-11-17_15-33-36_utt_010.wav"	"i would like to leave on friday afternoon"	"i would like to leave on friday*z afternoon"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2765"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"user-57_2014-11-17_15-33-36_utt_012.wav"	"i want to leave on thursday afternoon"	"i want to leave on friday*z afternoon"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2771"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-17_15-33-36_utt_022.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2775"	"Sag: Kann ich mit Kreditkarte bezahlen"	"user-57_2014-11-17_15-33-36_utt_026.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2779"	"Sag: Ich möchte am Dienstagabend gehen"	"user-57_2014-11-17_15-33-36_utt_032.wav"	"i want to leave on thursday evening"	"i want to leave on thursday*z evening"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2780"	"Frag: 2 Tickets für Mamma Mia"	"user-57_2014-11-17_15-33-36_utt_034.wav"	"i would like two musical tickets for mamma mia"	"i would like two musical tickets for mamma mia"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2783"	"Sag: Ich möchte in der achten Reihe sitzen"	"user-57_2014-11-17_15-33-36_utt_037.wav"	"i would like to sit in the eighth row"	"i would like to sit in the eighteen row"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2798"	"Frag: Schokoladenglace"	"user-57_2014-11-17_15-33-36_utt_056.wav"	"i would like the chocolate ice"	"i would like the chocolate ice"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2801"	"Frag: Wo ist das Naturhistorische Museum?"	"user-57_2014-11-17_15-33-36_utt_062.wav"	"where is the natural history museum"	"where is the natur*v historisch*v museum"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2823"	"Sag: Ich möchte am Dienstagnachmittag abreisen"	"user-57_2014-11-18_18-29-18_utt_015.wav"	"i would like to leave on thursday afternoon"	"i would like to leave on thursday afternoon"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2828"	"Sag: Die Hauptstadt von Österreich ist Wien"	"user-57_2014-11-18_18-29-18_utt_022.wav"	"the capital of austria swim"	"the capital of austria is wien*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2839"	"Sag: Ich möchte vorne sitzen"	"user-57_2014-11-18_18-29-18_utt_037.wav"	"i would like two tickets for morning"	"i would like to sit vorne*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2841"	"Frag: Tickets für das Naturhistorische Museum"	"user-57_2014-11-18_18-29-18_utt_039.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natur*v historiche*v museum"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2846"	"Frag: mein Steak durchgebraten"	"user-57_2014-11-18_18-29-18_utt_046.wav"	"i would like my steak well done"	"i would like my steak*z well down"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2847"	"Frag: Pilze"	"user-57_2014-11-18_18-29-18_utt_047.wav"	"i would like two pm"	"i would like champignons*v"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"2872"	"Frag: eine L"	"user-57_2014-11-18_18-29-18_utt_079.wav"	"i am fine"	"large*z"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2873"	"Frag: Wie viel kostet das Hemd?"	"user-57_2014-11-18_18-29-18_utt_081.wav"	"how much is it"	"how much is it"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2878"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-57_2014-11-19_18-05-17_utt_006.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2879"	"Frag: Gibt es einen Lift?"	"user-57_2014-11-19_18-05-17_utt_007.wav"	"is there a pool"	"is there a xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2891"	"Sag: Ich bin aus Irland"	"user-57_2014-11-19_18-05-17_utt_025.wav"	"i am from england"	"i am from england"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2897"	"Sag: Ich habe kleinere Note"	"user-57_2014-11-19_18-05-17_utt_032.wav"	"i have smaller notes"	"i have small notes"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2899"	"Frag: 2 Tickets für morgen Abend"	"user-57_2014-11-19_18-05-17_utt_036.wav"	"i would like two tickets for morning"	"i would like two tickets for morning"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2900"	"Frag: 2 Tickets für morgen Abend"	"user-57_2014-11-19_18-05-17_utt_037.wav"	"i would like two tickets for tomorrow"	"i would like two tickets for tomorrow"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2901"	"Frag: 2 Tickets für morgen Abend"	"user-57_2014-11-19_18-05-17_utt_038.wav"	"i would like two tickets for morning evening i would like two tickets for morning evening"	"i would like two tickets for morning evening i would like two tickets for morning evening"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2914"	"Frag: ein Wasser mit Kohlensäure"	"user-73_2014-11-29_12-00-41_utt_016.wav"	"i want a carbonated water"	"i want a carbonated*z water"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"2917"	"Frag: meinen Sonntagsbraten durchgebraten"	"user-73_2014-11-29_12-00-41_utt_019.wav"	"i want to go to my sunday roast"	"i want to cooked for my sunday roast"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"2948"	"Frag: Wie viel kostet es?"	"user-73_2014-11-29_12-00-41_utt_056.wav"	"how much does it cost"	"how much does it coast"	"correct"	"correct"	"M: 2-2 H: 3-0"
"2969"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-73_2014-11-29_12-42-56_utt_018.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"2976"	"Sag: Im Zimmer hat es keinen Haarföhn"	"user-73_2014-11-29_12-42-56_utt_027.wav"	"do you have a hairdryer"	"the room has no hairdryer"	"correct"	"correct"	"M: 1-3 H: 3-0"
"2982"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-73_2014-11-29_12-42-56_utt_036.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3006"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"user-73_2014-12-01_17-38-49_utt_012.wav"	"i would like to go tuesday morning"	"i would like to go tuesday morning"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3007"	"Sag: Ich möchte am Donnerstagmorgen abreisen"	"user-73_2014-12-01_17-38-49_utt_013.wav"	"i want to leave on tuesday morning"	"i want to leave to thursday morning"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3009"	"Sag: Ich bin aus Deutschland"	"user-73_2014-12-01_17-38-49_utt_015.wav"	"i'm from germany"	"i'm from german"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3017"	"Sag: Dies ist mein Pass"	"user-73_2014-12-01_17-38-49_utt_026.wav"	"the my passport"	"they are my passport"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3018"	"Frag: ein Ticket zum Piccadilly Circus"	"user-73_2014-12-01_17-38-49_utt_029.wav"	"can i have a ticket to piccadilly circus"	"can i have ticket to piccadilly circus"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3022"	"Frag: 4 Tickets für morgen Abend"	"user-73_2014-12-01_17-38-49_utt_036.wav"	"can i have four tickets for tomorrow night"	"can i have four tickets for morning night"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3023"	"Frag: 4 Tickets für das Phantom der Oper"	"user-73_2014-12-01_17-38-49_utt_037.wav"	"i would like four tickets for the phantom of the opera"	"i would like four tickets for the phantom der*v opfer*v"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3025"	"Frag: Tickets für das Naturhistorische Museum"	"user-73_2014-12-01_17-38-49_utt_039.wav"	"can i have tickets for the nature museum"	"can i have tickets for the nature museum"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3032"	"Frag: Erbsen"	"user-73_2014-12-01_17-38-49_utt_048.wav"	"i couldn't saturday can i have please"	"i couldn't understand you can i have peas"	"correct"	"correct"	"M: 2-2 H: 3-0"
"3037"	"Frag: Trifle"	"user-73_2014-12-01_17-38-49_utt_055.wav"	"i would like reservation"	"i would like trifle*z"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3041"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-73_2014-12-01_17-38-49_utt_059.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3062"	"Frag: Gibt es einen Coiffeur?"	"user-73_2014-12-02_17-30-05_utt_008.wav"	"there a hairdresser"	"there a hairdresser"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3075"	"Sag: Kann ich mit Kreditkarte bezahlen"	"user-73_2014-12-02_17-30-05_utt_027.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3076"	"Sag: Kann ich mit Kreditkarte bezahlen"	"user-73_2014-12-02_17-30-05_utt_028.wav"	"can i pay with credit card"	"can i pay with credit card"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3090"	"Frag: meinen Sonntagsbraten durchgebraten"	"user-73_2014-12-02_17-30-05_utt_048.wav"	"well done my sunday roast"	"well done my sunday roast"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3091"	"Frag: meinen Sonntagsbraten durchgebraten"	"user-73_2014-12-02_17-30-05_utt_049.wav"	"i would like my sunday roast well"	"i would like my sunday roast done well"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3101"	"Sag: Ich möchte am Sonntagmorgen abreisen"	"user-73_2014-12-07_11-38-03_utt_005.wav"	"i would like to leave at sunday morning"	"i would like to leave at sunday morning"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3107"	"Sag: Portugal ist in Europa"	"user-73_2014-12-07_11-38-03_utt_014.wav"	"portugal is in europe"	"portugal is in europa*v"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3109"	"Sag: Die Hauptstadt von Portugal ist Lissabon"	"user-73_2014-12-07_11-38-03_utt_017.wav"	"the capital of portugal is lisbon"	"the capital of portugal is lissabon*v"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3115"	"Frag: ein Ticket zum Green Park"	"user-73_2014-12-07_11-38-03_utt_025.wav"	"can i have a ticket for green park"	"can i have a ticket for green park"	"correct"	"correct"	"M: 2-2 H: 3-0"
"3117"	"Frag: 1 Musical-Ticket"	"user-73_2014-12-07_11-38-03_utt_029.wav"	"can i have a ticket for musical ticket"	"can i have a ticket for musical tickets"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3121"	"Frag: 1 Ticket für das Phantom der Oper"	"user-73_2014-12-07_11-38-03_utt_034.wav"	"i would like a ticket for the phantom water"	"i would like a ticket for the phantom der*v oper*v"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3129"	"Sag: Ich möchte in der achten Reihe sitzen"	"user-73_2014-12-07_11-38-03_utt_045.wav"	"i would like the sunday row"	"i would like to sit in the eight row"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3130"	"Sag: Ich möchte in der achten Reihe sitzen"	"user-73_2014-12-07_11-38-03_utt_046.wav"	"i would like to sit in the eighth row"	"i would like to sit in the eight row"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3143"	"Sag: Ich möchte um 12 Uhr morgen abreisen"	"user-73_2014-12-08_18-25-51_utt_018.wav"	"i would like to leave buy o'clock tomorrow"	"i would like to leave by twelve o'clock tomorrow"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3166"	"Sag: Ich habe 2 ältere Brüder"	"user-73_2014-12-08_18-25-51_utt_051.wav"	"i have two large brothers"	"i have two large brother"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3191"	"Sag: Ich habe kleinere Note"	"user-73_2014-12-08_18-25-51_utt_084.wav"	"i have smaller"	"i have small notes"	"correct"	"correct"	"M: 2-2 H: 3-0"
"3197"	"Sag: Ich bezahle mit Kreditkarte"	"user-73_2014-12-08_18-25-51_utt_092.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3198"	"Sag: Ich bezahle mit Kreditkarte"	"user-73_2014-12-08_18-25-51_utt_093.wav"	"pay with credit card"	"pay with credit card"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3200"	"Frag: ein Ticket nach Westminster"	"user-73_2014-12-08_18-25-51_utt_097.wav"	"can i have a ticket to westminster"	"can i have a ticket zum*v westminster*z"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3201"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"user-73_2014-12-08_18-25-51_utt_098.wav"	"i would like to pay with credit card"	"i would like to pay with credit card"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3222"	"Sag: Deutschland ist in Europa"	"user-73_2014-12-08_19-41-57_utt_029.wav"	"thirty lisbon"	"germany is in europa*v"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3233"	"Frag: Zimmer für 5 Nächte"	"user-73_2014-12-08_19-41-57_utt_044.wav"	"i would like a room for five nights"	"do you like a room for five nights"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3236"	"Frag: Suite"	"user-73_2014-12-08_19-41-57_utt_048.wav"	"foo like a suite"	"do you like a suite"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3243"	"Frag: Sandalen"	"user-73_2014-12-08_19-41-57_utt_061.wav"	"i'd like berlitz"	"i'd like sandals*v"	"incorrect"	"correct"	"M: 3-1 H: 0-3"
"3246"	"Frag: Grösse 40"	"user-73_2014-12-08_19-41-57_utt_064.wav"	""	"silence*"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3247"	"Frag: Grösse 40"	"user-73_2014-12-08_19-41-57_utt_065.wav"	"forty-two"	"thirty"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3257"	"Frag: Hosen"	"user-73_2014-12-08_19-41-57_utt_078.wav"	"i'd like jeans"	"i'd like jeans"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3260"	"Frag: eine Cola"	"user-73_2014-12-08_19-41-57_utt_083.wav"	"i'd like a goulash soup"	"i'd like a xxx"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3261"	"Frag: eine Cola"	"user-73_2014-12-08_19-41-57_utt_084.wav"	"i'd like a pool"	"i'd like a cola"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3262"	"Frag: eine Cola"	"user-73_2014-12-08_19-41-57_utt_085.wav"	"can i have a food"	"can i have a cola"	"incorrect"	"incorrect"	"M: 3-1 H: 0-3"
"3264"	"Frag: ein Ticket für morgen Abend"	"user-73_2014-12-08_19-41-57_utt_089.wav"	"four tickets for boots"	"uh tickets for tomorrow"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
"3265"	"Frag: ein Ticket für morgen Abend"	"user-73_2014-12-08_19-41-57_utt_090.wav"	"i have tickets for liz"	"uh tickets for tomorrow evening please"	"incorrect"	"correct"	"M: 2-2 H: 0-3"
"3273"	"Frag: Twinzimmer"	"user-73_2014-12-09_05-29-36_utt_005.wav"	"i would like a double room"	"i would like a double room"	"incorrect"	"incorrect"	"M: 2-2 H: 0-3"
