Id,RecResult
8571,i would like to leave at three pm tomorrow
8572,my name is andrew
8573,my name is andrew
8574,i'm from spain
8575,i would like jeans
8577,i would like to pay by swiss i would like to pay by post card
8578,i would like to pay by post card
8579,is there a swimming pool
8580,is there a suite
8581,where is the gym
8582,where is the jeans
8583,i would like tickets for the british museum
8584,i would like one ticket ticket
8585,i would like three tickets to london
8587,i want to leave at nine o'clock tomorrow
8588,i'm from turkey
8590,is there a grocery store
8591,my name is brian
8592,i am from spain
8593,the capital country please
8596,i have one week
8597,i am going on holidays
8598,this is my passport
8599,i would like to pay by mastercard
8602,i would like a room
8605,i would like tickets for the natural natural history museum
8606,one ticket
8610,i'm
8611,my name is john
8613,i am from german
8615,i would like to pay by credit card
8616,where is the natural history museum
8617,is there the nothing hill
8618,visa
8620,is there a lift
8625,i have three older brothers
8626,i go in holidays
8627,this is my pass
8628,this is my passport
8630,i would like a twin room
8631,can i pay with post card
8632,is there a swimming pool
8633,i would like a twin room
8634,can i pay by credit card
8635,is there a room for
8637,austria
8638,i would like a room for two nights
8639,i would like a suite
8640,i want a suite please
8641,can i buy with the credit card
8642,is there a swimming pool
8643,where is the swimming pool
8644,can i have four tickets to london
8645,i need four tickets to london
8646,i want to leave tomorrow at two pm
8647,my name is john
8648,i'm from canada
8649,i want a hotel bar
8650,i want a hamburger
8652,i would like my hamburger medium
8653,i would holidays
8654,i would like some jeans
8655,i would like four tickets
8656,i would like the dessert menu
8658,can i have the bill please
8659,i would like to buy with credit card
8661,i would like a ticket to the green park
8662,i would like to buy with credit card
8663,i'm fine
8664,i would like sandals
8665,browsers boots
8666,forty boots
8667,i am a forty suite
8668,i am a forty suite
8669,i would like a sweatshirt
8670,i would like a sweatshirt
8671,i would like a sweatshirt
8672,i would like three musical tickets
8674,i want three tickets for monday night
8675,three tickets for billy elliot
8676,i want three tickets for billy elliot
8678,i would like to sit in the seventh row
8679,i want to sit in the seventh row
8680,tickets for the science museum
8681,a ticket for the science museum
8682,i would like two tickets
8683,i would like a room for five nights
8684,i would like a suite
8685,i want a suite please
8686,i want a sweet james
8687,i want to buy with credit card
8688,i want to pay with dollars carrots
8691,i would like five tickets to london
8692,i want to leave at twelve o'clock
8693,the tower
8694,i would like i would like to leave tomorrow at eleven a m
8695,my name is mona
8696,i am from canada
8697,i'm from canada
8698,i would like a coffee
8699,i would like a coffee
8700,i would like a steak
8701,i would like my steak rare
8702,i would like my steak rare
8703,i would like my steak rare
8705,i would like a room for four nights
8706,thank you
8707,double room
8708,i would like a double room
8710,i want to buy with credit card
8711,have you got a fitness
8712,i want the dessert card
8715,i want the bill
8716,i want the bill
8717,i want to pay with credit card
8720,where is the zoo
8721,where is madame tussauds
8722,which bus drives there
8723,the big ben is near the houses of parliament
8724,the big ben is near the houses of parliament the big ben is near the houses of parliament
8725,the big ben is next to the houses of parliament
8726,three musical tickets
8727,three musical tickets
8728,i want three musical tickets
8730,three tickets for sunday evening
8732,i want three tickets for the phantom of the opera
8733,i want to sit in the middle
8734,i would like tickets for the natural history museum
8735,three tickets
8736,three tickets
8738,a room for four nights
8739,junior suite
8740,i want to pay with credit card i want to pay with credit card
8741,i want to pay with credit card
8742,is there a elevator
8743,where is the elevator
8744,i want a ticket to london
8745,i want to leave at wednesday morning
8747,i want a room for two nights
8748,a single room
8749,i want a single room
8750,i want to pay with credit card
8752,can i pay with visa
8753,is there a elevator
8754,i want to buy four musical tickets
8755,i want four musical tickets
8756,i want four tickets for friday evening
8758,i want four tickets for billy elliot
8759,yes i want a ticket for the musical
8760,yes i want a ticket for the musical
8761,i want to sit in the fifth row
8762,i want tickets for the london eye
8763,i need two tickets
8764,i want an orange juice
8765,i want the steak
8766,i want my steak blue
8767,i want a t-shirt
8768,i would like the soup of the day
8769,this is not that what i ordered
8770,is not that what i order
8771,this is not what i ordered
8772,i want the dessert card
8774,i want the bill
8775,i want to pay with post card
8776,i want to pay with post card
8778,i'm fine
8779,i want some boots
8780,i want white boots
8781,forty two
8782,forty-two
8784,i want a t-shirt
8785,i want a pink t-shirt
8786,i want a morning
8788,i need a large
8789,this is too large
8790,this is too large
8791,i want a t-shirt
8792,i don't want this t-shirt
8793,i do not want this t-shirt
8794,i do not want that
8795,i want a ticket to the green park
8796,i want pay with credit card
8797,i want to pay with credit card
8798,i would like a t-shirt
8799,i would like a red t-shirt
8800,i am a small
8801,how much does the dessert card
8802,the t-shirt is too expensive
8803,i would like one musical ticket
8805,a ticket for billy elliot
8806,i want one ticket for billy elliot
8807,i want to sit in the fifth row
8808,i want tickets for the nature history museum
8809,i want one ticket
8810,i want a ticket to westminster
8811,i would like to pay by mastercard
8813,i would like a room for seven nights
8814,i want a room for seven nights
8815,i would like a suite
8816,i would like a room for five
8817,i would like a room for four nights
8818,this is too small
8819,i don't want this t-shirt
8820,i don't want this
8821,i'm fine
8822,i want some boots
8824,i would like some boots
8825,i would like red boots
8826,i am a forty one
8827,i want a t-shirt
8828,i would like i can t-shirt
8829,i am a t-shirt
8830,i am a t-shirt
8832,small
8833,i am a small
8834,this is too small
8835,i don't want this t-shirt
8836,i don't want this
8837,a room for four nights
8838,room for four nights
8839,a twin room please
8840,i want to pay with post card
8841,i would like to pay with post card
8842,is there a swimming pool
8843,where is the swimming pool
8844,where is the swimming pool
8845,where is the natural natural history museum
8846,where is the piccadilly circus
8847,which bus drives the suite
8848,which bus goes there
8849,the tower is near the tower bridge
8850,i'm fine
8851,i want some boots
8852,i would like boots
8853,i would like white boots
8854,i am a forty one
8855,i want a t-shirt
8856,i would like a pink t-shirt
8860,how much does it cost
8861,how much
8862,it's too expensive
8863,a six expensive
8864,i'm fine
8865,i would like some boots
8866,i would like white boots
8867,forty four
8868,i am a forty four
8869,i would like a t-shirt
8874,this is too big
8875,i don't want this t-shirt
8876,i don't want this
8877,single room
8878,i want to pay with mastercard
8879,i want pay with card
8880,i want pay with credit card
8881,are there a lift
8882,is there a lift
8883,where is the lift
8884,a room for five nights
8885,a room a twin zimmer
8886,twin zimmer
8887,a twin room
8889,i want to pay with post card
8890,i want pay with post card
8892,where is the hotel bar
8893,three tickets to london
8894,three tickets to london
8895,three tickets to london
8897,i want to leave on saturday morning
8898,my name is paul
8899,i am from turkey
8900,a room for six nights
8902,a room for thursday
8903,a room for thirty please
8904,i want to pay with the credit card
8905,i want to pay with credit card
8907,where is the hotel restaurant
8908,where is the hotel restaurant
8911,a ticket to london
8912,i want to leave on sunday morning
8914,i'm from scotland
8916,i want five tickets to london
8917,i want to leave at tuesday evening
8918,my name is janet
8919,i'm from canada
8920,i am will
8921,i want boots
8923,i want red boots
8924,thirty eight
8926,thirty eight
8927,i want a t-shirt
8928,i want a yellow t-shirt
8931,the steak
8932,how many is there a hairdresser
8933,how much does it cost
8934,shirt is too expensive
8935,t-shirt is too expensive
8936,i want a room for five nights
8937,i want a twin room
8938,a room for five nights
8939,i want a room for five nights
8940,i want a room for one thursday
8941,i want a room for one grocer
8942,i want a room for one week please
8946,is there a the the musical to london
8947,is there a room is dirty
8949,i want a room for five nights
8950,i want a room for five nights
8951,i want a room for six nights
8952,i want a single room
8953,i want to pay with post card
8954,i want to pay with post card
8955,i want to pay with post card
8956,is there a hotel bar
8957,where is the hotel bar
8958,i want a ticket to london
8960,i want a ticket to london
8962,i want to leave at eleven o'clock in the morning
8964,my name is erica
8965,i'm from tower
8966,i'm from german
8968,i want one ticket to piccadilly circus
8969,i want to pay with mastercard
8970,i want a ticket i want one ticket to green park
8971,i want to pay with post card
8972,i want to pay with dollars
8973,my name is paolo
8974,i'm from france
8976,the capital of france is paris
8978,the capital of france is paris
8980,i have four younger sisters
8981,i go in holidays
8982,i am on holidays
8984,this is my passport
8985,this is my passport
8986,i want three musical tickets
8987,i want a ticket for bathroom sunday evening
8988,i do not have a reservation
8990,i do no i do not have a reservation
8991,i want would stay for two nights
8992,i would like a room for two nights
8993,a single room please
8994,i would like a room for two nights [noise] i would like to pay with credit card
8995,is there a grocery store
8996,where is the grocery store
8997,where is the grocery store
8998,where is the grocery store
8999,could you give me a ticket to westminster
9001,i want to pay by credit card
9002,i would like pay with dollars
9003,can i pay with dollars
9004,my name is mona
9005,my name is paolo
9006,i'm from spain
9007,the capital of spain is madrid
9009,the capital of spain is madrid
9010,i have one sister
9011,i am on holidays
9012,this is my passport
9013,i would like three tickets to london please
9014,i want to leave at nights a fanta
9015,my name is stephanie
9018,i'm from italy
9019,can i have water without gas
9020,i would like a still water
9021,i would like a steak
9022,i want a steak
9023,i want the steak
9024,i would like the steak well done
9025,could i have room please
9026,i would like the dessert menu
9027,i would like the dessert menu
9028,i would like the raspberry sorbet
9029,i would like the raspberry sorbet
9030,can i have the bill please
9031,i want to pay with credit card
9032,would i pay by credit card
9033,i would like three musical tickets
9034,i want to go at sunday evening
9035,where i would like to go on monday evening
9036,three tickets for starlight express
9037,i want three tickets for starlight express
9038,i want to sit in the first row
9039,i want to sit in the first row
9040,do you have tickets for the science museum
9041,i want two tickets
9042,where is the british museum
9043,where is the piccadilly circus
9044,which bus goes there
9045,saint pauls cathedral is near the bank of england
9046,i am good
9047,i would like boots
9048,i would like blue boots
9049,forty four
9050,i would like a sweatshirt
9051,i would like a white sweatshirt
9052,purple sweatshirt please
9053,i need a large
9054,how much is this sweatshirt
9055,it is too expensive
9056,my name is paolo
9057,i'm from turkey
9058,portugal is not africa
9059,portugal is not in africa
9060,portugal is not in africa
9061,portugal is in europe
9062,portugal is in europe
9063,that is okay
9064,the capital of portugal is lisbon
9065,the capital of portugal is this
9066,the capital of portugal is lisbon
9067,i have two older brothers
9068,i am on holidays
9069,this is my passport
9070,i would have a room for six nights
9071,i have a room for six nights
9072,can i have a twin room
9073,twin room
9076,i like to buy with credit card
9077,i would buy with dollars
9083,can i have a room for seven nights
9084,can i have a room for seven nights
9085,i would like a twin room
9086,i like to buy with credit card
9089,have it a fitness studio
9090,can i have a ticket for the trafalgar square
9091,can i have a ticket to the trafalgar square
9093,i would like to buy with credit card
9094,can i have a tea
9095,i would like a hamburger
9096,i would like my hamburger in row
9097,i would like a scotch broth
9098,can i have the dessert card
9099,can i have the where is the hotel bar
9100,can i have the dessert menu
9101,i would like one ticket to london
9102,i would like to leave tomorrow at six p m
9104,i my name is silvia
9105,i am from austria
9106,i would like two tickets to london
9107,i would like two tickets to london
9108,i would like to leave on friday afternoon
9109,my name is thomas
9110,i am from ireland
9111,my name is sarah
9112,i am from italy
9113,the capital of italy is rome
9114,i have three not younger sisters
9116,i am on holidays
9117,this is my passport
9118,i want a room for three nights
9119,a twin room please
9120,a twin room please
9121,can i pay with mastercard
9122,is there a swimming pool
9123,where is the swimming pool
9124,for
9125,i would like a ticket to piccadilly circus
9127,can i pay with pounds
9128,can i pay with pounds
9129,i would like to buy three musical tickets
9130,i want three tickets for two nights
9131,i want three tickets for the lion king
9132,i would like to sit in the fourth row
9133,i would like to sit in the fourth row
9134,i would like to sit in the fourth row
9135,i would like a ticket for the natural history museum
9136,i would like a ticket for the natural history museum
9137,i would like a ticket for the natural history museum
9138,i would like four tickets
9139,i would like a still water
9140,i would like a hamburger
9141,i would like my hamburger well done
9142,i would like my hamburger well done
9143,i want my hamburger well done
9145,i would like some jeans
9146,i would like some tickets
9147,could i see the dessert menu
9148,could i see the dessert menu
9149,i want blue boots
9150,i would like a room for four nights
9151,i would like suite
9152,i would like a suite
9153,i would like a suite
9154,can i pay with mastercard
9155,is there a grocery store
9156,i would like a room for three nights
9157,i want a hairdryer
9158,i would like a single room please
9159,i would like a single room please
9160,i would like to pay by post card
9161,is there a hairdresser
9162,i would like a room for five nights
9163,i want a room for five nights
9164,a twin room please
9165,i would like to pay by post card forty
9166,i would like to pay by mastercard
9167,can i pay with dollars
9168,can i pay with dollars
9169,can i pay with dollars
9170,is there a lift
9171,where is the lift
9172,i want a room for two nights
9173,a single room please
9174,i want to pay with credit card
9175,is there a hotel bar
9176,i want a room for four nights
9177,i want a twin room please
9179,i want a twin room please
9182,i want to pay with euro
9183,i want to pay with euro
9184,i want to pay with euros to
9185,is there a fitness studio
9186,is there a fitness room
9187,small
9188,i would like a ticket to westminster
9189,can i pay with mastercard
9190,can i pay with mastercard
9191,can i pay with master mastercard
9192,a single room
9193,i need a ticket to trafalgar square
9194,can i pay with mastercard
9195,i want a ticket to i want i want a ticket to green park
9196,i would like a ticket to green park
9197,can i pay with mastercard card
9198,i would like to pay with post card
9199,i want pay with mastercard
9200,i want pay with mastercard
9201,i want grocer
9202,is there a hairdresser
9203,where is the hairdresser
9204,can i have a room for one week
9205,i want a junior suite
9206,i want to pay with mastercard
9207,can i pay by mastercard
9208,can i pay with dollars
9209,i want a a room for one suite
9211,i want a twin zimmer
9212,i i would pay with mastercard please
9213,i want pay with mastercard please
9214,i want pay with mastercard please
9215,is there a hotel restaurant
9216,i am where is
9217,i where is
9218,where is
9219,where is the hotel restaurant
9221,a room for six nights please
9222,a double room please
9223,i would pay with mastercard
9224,can i pay with swiss francs please
9225,is there a swimming pool
9227,where is the swimming pool
9228,the toilet musical leave
9229,thirty
9230,the toilet is dirty
9232,in the room is no shampoo
9233,can i have a single room
9235,thirty nine some sandals
9236,where
9237,where i can buy some shampoo
9238,a room for five nights
9239,a twin zimmer a twin room please
9240,can i pay with post card please
9241,is there a hotel restaurant
9243,is there a hairdresser
9244,i where is
9245,where is the hairdresser
9246,the room is dirty
9247,in the room isn't shampoo
9248,in the room is no shampoo
9249,i do not find any no shower gel
9250,a room for two nights
9251,a junior suite please
9252,can i pay with mastercard please
9253,i would like pay with euros
9254,is there a hotel restaurant
9255,where is the hotel restaurant
9256,a room for three nights
9257,a double room
9258,i would like a double room
9260,is there a supermarket
9261,is there a superstore
9262,where is the superstore
9263,where is the superstore
9264,i want a room for three nights
9265,a suite
9266,i would like pay with mastercard
9267,is there a swimming pool
9268,where is the swimming pool
9269,i would like five tickets to london
9271,my name is michelle
9272,i'm from i am from france
9273,my name is paolo
9274,i'm from france
9275,the capital the capital of france is paris
9276,i have two older sisters
9277,i go in holidays
9278,italy is my passport
9280,this is my passport
9281,i need a ticket to green park
9282,i would pay with mastercard
9283,i need three musical tickets
9284,my tomorrow evening
9285,three tickets for tomorrow evening
9286,i want three tickets for tomorrow night
9287,i would like three tickets for the phantom of the opera
9288,i want to sit in the seven row sit pay
9289,i would like to sit in the fifth row
9290,i want tickets for the british museum
9291,one ticket
9292,i would like a lemonade
9293,i want a lemonade
9294,i would like the sunday eat a room
9295,i would like the sunday roast
9296,i would like my sunday roast a room grocery
9297,i want a baked potato
9298,i would like the dessert card
9299,i would like boots
9300,i want to pay with
9301,i would pay with mastercard
9303,can i pay by mastercard
9304,where is the national gallery
9305,i am where is the piccadilly circus
9306,which bus drives there
9307,which bus goes there
9308,the tower is near tower bridge
9309,i'm fine
9310,i would like sandals
9311,i would like brown sandals
9312,forty four
9313,forty four
9314,i would like jeans
9315,i want euro jeans
9317,which friday evening
9318,how much does it cost
9319,the jeans is too expensive
9320,i want a room for three nights
9321,a twin room
9322,i would like to pay with mastercard
9323,can i pay with dollars
9324,where is the hotel a restaurant
9326,where is the hotel restaurant
9327,my name is stephanie
9328,i'm from australia
9329,i would like one musical ticket
9331,i'd like one ticket for saturday night
9332,a ticket for billy elliot
9333,a ticket for billy elliot
9334,tomorrow
9335,i want to sit in the fifth row
9336,i want a ticket for the natural history museum
9337,i need three tickets
9338,i like five tickets to london
9340,i like to leave at monday afternoon
9341,my name is mona
9342,i'm from yellow from ireland
9343,i like a ticket to the trafalgar square
9346,germany there a lift
9348,i would like a room for five nights
9349,i would like a swiss a twin room
9350,i would like a twin room
9351,i would like to pay with a a pay card
9352,is a hotel ah a hairdresser
9353,where is the hairdresser
9354,no row the room is i dirty
9355,the room isn't a lift
9356,the room is dirty
9357,do you have a hairdryer
9358,where is the hairdryer
9359,i like to stay four nights
9360,i like swiss swiss am row
9361,i like to pay with credit card
9362,who is the hotel have a grocery store
9363,where is the grocery store
9364,no i don't have a reservation
9365,i like a room for four nights
9366,a twin room
9368,twin room
9369,i like to pay with visa that okay
9370,do your hotel have a bar
9371,where is the hotel bar
9372,hotel room is dirty
9373,where is the hairdryer
9374,where is the hairdryer
9375,can you give me a hairdryer
9376,where can i buy a hairdryer
9377,no i don't have a reservation
9378,i do not have a reservation
9379,no i do not have a reservation
9380,i'd like a room for three nights
9381,i would like a single room
9382,i would like to pay with visa
9383,is there the hotel have a hotel restaurant
9384,where is the hotel restaurant
9385,i do not have a reservation
9386,i do not have a reservation
9387,i have no reservation
9388,i have no room reservation
9389,i do not have a reservation
9390,i'd like a room for four nights
9391,i want a twin room
9392,i would like to pay with mastercard
9393,no i don't have a food shop
9397,i do not have a reservation
9398,i do not have a reservation
9399,i'd like a room for six nights
9400,i like a single room
9401,i like a single room
9402,i want to pay with post card
9403,where is the hotel bar
9404,there a hotel bar
9405,where is the hotel bar
9407,single room
9408,i'd like to pay with mastercard
9409,i do not have a lift
9410,where are the not have a reservation
9411,no i do not have a reservation
9412,a room for six nights
9413,i want a suite
9414,i would like to pay by post card
9416,can i pay with swiss francs
9417,german
9418,where is the gym
9419,do you have a room for six nights
9420,i have a junior suite
9421,can i have a junior suite
9423,can i pay with visa card
9424,i would like pay with post card
9425,can i pay with visa
9426,is there a grocery store
9427,where is the grocery store
9428,my toilet is dirty
9429,in the room has no hairdryer
9430,i could not find any hairdryer
9431,where i can i buy a hairdryer
9432,can i have a room for four nights
9433,german
9434,i would like a double room
9435,i would like a double room
9436,i want to buy with credit card
9437,i would like to pay by credit card
9438,is there a lift
9439,where is the lift
9440,the room is dirty
9441,where is the hairdryer
9442,where i can i buy a hairdryer
9443,i have no reservation
9444,no i do not have a reservation
9445,i want a room for six nights
9446,i want afternoon
9447,a single room please
9448,i would like to pay by post card
9449,can i pay with dollars
9450,thirty
9451,where is the please
9452,where is the gym
9453,my room is dirty
9454,where is the hairdryer
9455,where i can i find a hairdryer
9456,where can i find a hairdryer
9457,i want a tea please
9458,i want a steak
9459,i want my steak blue
9460,i would like some boots
9461,i would like some boots
9462,can i have the dessert card
9463,the dessert menu please
9464,the dessert menu please
9465,i would like the raspberry sorbet
9466,i want to morning
9467,i would like the check
9468,can i pay by credit card
9469,i don't have a reservation
9470,i don't have a reservation
9471,i don't have any reservation
9472,i would like five tickets at london to london
9473,i would like to leave at monday
9474,my name is nick
9475,i come from austria
9476,where is the natural history museum
9477,where is madame tussauds
9478,which bus goes there
9479,german
9480,my name is john
9481,i'm from portugal
9482,the capital of portugal is lisbon
9483,i have three sisters
9484,i'm going on holidays
9485,yes this is my passport
9486,i would like five tickets to london
9488,i want to leave at friday evening
9489,my name is andrew
9490,i'm from italy
9491,i would like four tickets to london
9493,i would like to leave on sunday evening
9494,my name is paul
9495,i'm from turkey
9496,i would like two tickets to london
9497,i would like to leave at twelve o'clock tomorrow
9498,my name is stephanie
9499,i'm from turkey
9500,i would like a room for four nights
9502,can i pay by mastercard
9503,is there a gym
9504,where is the gym
9505,i haven't a reservation
9506,no i don't have a reservation
9507,i would like a room for six nights
9508,a single room please
9509,can i pay by visa
9510,is there a hairdresser
9511,where is the hairdresser
9512,my room is dirty
9513,i could not find any hairdryer
9514,where can i buy a hairdryer
9515,i would like a room for one week
9516,i would like a double room
9517,i would like a double room
9518,i would like a double room
9519,can i pay by visa
9520,is there a grocery store
9521,is there a grocery store
9522,where is the grocery store
9523,toilet is six
9524,where is the hairdryer
9525,where can i buy a hairdryer
9526,i would like two musical tickets
9527,i want to go this evening
9528,i would like two tickets for starlight express
9529,i would like sit in the middle
9530,i would like tickets for the natural history museum
9532,i would like four tickets
9533,no i don't have a reservation
9534,i want a room for four nights
9535,i want a room for four nights
9536,i want a room for four nights
9538,a single room please
9539,can i pay with visa
9540,is there a hotel bar
9541,where is the hotel bar
9542,no i don't have a reservation
9543,no i don't have a reservation
9544,i would like i london isn't a a room for five nights
9545,a suite please
9546,i would like to pay with visa
9547,can i pay with visa
9548,is there a grocery store
9549,where is the grocery store
9550,i would like three tickets
9551,i would like to three tickets to london
9552,i would like to leave on sunday evening
9553,my name is sarah
9554,i'm from portugal
9555,i am from portugal
9556,two tickets to london a hairdryer tickets to london please
9557,i would like to leave on friday evening
9558,my name is mona
9559,i am from australia
9560,i would like a ticket to london
9561,i would like to leave on thursday evening
9562,i would like to leave on tuesday morning
9563,i would like to leave on tuesday morning
9564,my name is john
9565,i'm from ireland
9566,i would like two tickets to london
9567,i want to leave at three pm tomorrow
9568,my name is john
9569,my name is john
9570,my name is john
9571,i am from england
9572,i would like a ticket to notting hill
9573,i would like to pay with post card
9574,no i would like to pay by post card
9575,i would like to pay by post card
9576,could you give me a ticket to westminster
9577,i would like to pay by mastercard
9578,could you give me a ticket to westminster
9579,i would like to pay by visa
9580,i would like to pay by visa
9581,i would like to pay with swiss francs
9582,i have smaller notes
9583,could you give me a ticket to westminster
9584,i would like to pay by post card
9585,could you give me a ticket to green park
9586,i would like to pay by visa
9587,could you give me a ticket to green park
9588,i would like to pay by post card
9589,i would like to pay with dollars
9590,i have a smaller
9591,where is the science museum
9592,where is the big ben
9593,which bus goes there
9594,the tower is next to the tower bridge
9595,where is the zoo
9596,where is the london eye
9597,which bus goes there
9599,is near the bank of england
9600,i don't know
9602,where is the british museum
9603,where is madame tussauds
9604,which bus goes there
9605,my marble arch is visa leave on the hyde park
9606,marble arch is opposite the hyde park
9607,where is the food store
9608,where is the zoo
9609,where is the big ben
9610,which bus goes there
9612,where is the science museum
9613,where is the oxford street
9614,which bus goes there
9615,marble arch is opposite the hyde park
9616,i don't know
9617,sorry i need to go
9618,where is the science museum
9619,where is the natural history museum
9620,where is the tower
9621,i would like two musical tickets
9623,i want tickets for tomorrow nights please
9624,i would like two tickets for the king of the lion
9625,i would like to sit in the tenth row
9626,i would like two tickets for the british museum
9627,two tickets please
9628,can i have two tickets
9629,i would like three musical tickets
9630,i want tickets for tuesday evening
9631,i want three tickets for the phantom of the opera
9632,i would like to sit in the fourth third row
9633,i would like to sit in the first row
9634,i would like tickets for the natural history museum
9635,i need four tickets
9636,i would like four musical tickets
9637,i want four tickets for saturday night
9638,four tickets for wicked
9639,i want four tickets for wicked
9640,i would like to sit in the fifth row
9641,can i have tickets for the london eye
9642,i want three tickets
9643,i would like three musical tickets
9644,i want tickets for this evening
9645,where i want three tickets for billy elliot
9646,i want three tickets for billy elliot
9647,i want to sit in the seventh row
9648,i would like tickets for the british museum
9649,can i also have tickets for the british museum
9650,i want one ticket
9651,i would like one musical ticket
9652,i want one ticket for wednesday nights
9653,i want a ticket for the king of the lion
9654,i want one ticket for the for king the king of the lion
9655,i would like to sit in the eight row
9656,i want to sit in the eight row
9657,can i also have tickets for the for madame tussauds
9658,can i also have tickets for madame tussauds
9659,i need two tickets
9660,i would like four musical tickets
9661,i want tickets for tuesday night
9662,i want four tickets for billy elliot row
9663,i want tickets for this musical
9664,i would like to sit in the second row
9665,i would like to sit in the second row
9666,can i have four tickets for the natural history museum
9667,i need two tickets
9668,i would like two tickets for the musical
9669,i would like two tickets musical tickets
9670,i want to go tomorrow
9671,i want two tickets for the phantom of the opera
9672,i would like to sit in the second row
9673,can i also have tickets for the science museum
9674,i need three tickets
9675,i would like three musical tickets
9676,i want a ticket to for friday night
9677,i want tickets for friday night
9678,i want three tickets for starlight express
9679,i would like to sit in the fourth row
9680,can i also have tickets for the natural history museum
9681,i need one ticket
9682,i would like four musical tickets
9683,night i want four tickets for wednesday nights
9684,i want four tickets for the king of the lion
9685,i would like to sit in the eighth row
9686,can i also have tickets for the london eye
9687,i need four tickets
9688,i would like three tickets for the musical
9689,i would like three musical tickets
9690,i want three tickets for sunday night
9691,i want three tickets for starlight express
9692,i would like to sit in the middle
9693,twin suite
9694,please four
9695,forty two
9696,i want a t-shirt
9697,i want a red t-shirt
9698,i need
9699,this is too tight
9700,i don't want this t-shirt
9701,i want with
9702,no i don't want sit
9703,where is the hairdresser
9704,i would like three tickets to london
9705,i would like to leave on saturday night
9706,i would like to leave on saturday night
9707,my name is maddalena
9708,i come from switzerland
9709,i would like one ticket to london
9710,i would like to leave at saturday evening
9711,my name is there a
9712,i am from france
9713,where is the british museum
9714,where is madame tussauds
9715,which bus goes there
9716,marble arch is opposite hyde park
9717,my name is silvia
9718,i'm from england
9719,my name is nick
9720,i'm from canada
9721,i need a ticket to trafalgar square
9722,i would like to pay with post card
9723,can i pay with swiss francs
9724,i
9725,i'm fine
9726,i would like sandals
9727,i would like a have blue boots
9728,thirty six
9729,no i don't have a reservation
9730,a room for two nights
9732,can i pay with visa
9733,can i pay with euros
9734,is there a twin room
9735,i want to room
9736,gym
9737,i would like to have a coffee
9738,i would like to have a steak
9739,i would like my steak medium
9740,i would like my steak medium
9741,i would like some peas
9742,i would like the dessert menu
9743,the dessert menu
9744,could i have the vanilla ice cream
9745,i would like the check
9746,i would like to pay with visa
9747,i would like four tickets to london
9748,i want to leave at tuesday evening
9749,my name is patrick
9750,i'm from german
9751,i'm good
9752,i am looking for sandals
9753,red sandals please
9754,am a thirty eight
9755,i'm looking for jeans
9756,brown jeans please
9757,i'm a large
9758,how much does the jeans cost
9759,i'm a
9760,no thank you the jeans is too expensive
9761,i need a ticket to green park
9762,can i pay by credit card
9763,i need a ticket to green park
9764,can i pay by credit card
9765,i would like a ticket to notting hill
9766,i would like to pay by post card
9767,can i pay with swiss francs
9768,can i pay with swiss francs
9769,i only have large notes
9770,i would pay by credit card
9771,i need a ticket to trafalgar square
9772,i would like to pay with mastercard
9773,i would like to have a ticket to the piccadilly circus
9774,i would like to pay by credit card
9775,i would like a ticket to westminster
9776,i would like to pay by credit card
9777,i would like to pay with dollars
9778,i have only large notes
9779,i pay by credit card
9780,i would like to pay by credit card
9781,i pay with credit card
9782,i would like to have a ticket to notting hill
9783,can i pay with mastercard
9784,i would like to pay with mastercard
9785,can i pay with dollars
9786,i would like to pay with dollars
9787,i only have large notes
9788,i want to pay by credit card
9789,i would like to have a ticket to notting hill
9790,i would like to pay by credit card
9791,i would like to have a ticket to notting hill
9792,i would like to pay with visa
9793,i would like to pay with visa
9794,my name is paul
9795,i'm from portugal
9796,the capital of portugal is too small
9797,i have two younger sisters
9798,i'm going on holidays
9799,this is my passport
9800,no i don't have a reservation
9801,a room for four for five nights
9802,a room for five nights
9803,i would like a double room
9804,i would like to pay with post card
9805,i would like to pay by post card
9806,i would like to pay by post card
9807,is there a swimming pool
9808,where is the swimming pool
9809,the bathroom is dirty
9810,can you give me a hairdryer
9811,where can i buy a hairdryer
9812,i would like to buy three musical tickets
9813,i want to go this evening
9814,i want three tickets for mamma mia
9815,i would like to sit in the tenth row
9816,can i also have tickets for the british museum
9817,i need four tickets
9818,where is the national gallery
9819,where is the london eye
9820,which bus goes there
9822,i would like to stay for seven nights
9823,twin room
9824,i would like to pay with mastercard
9825,is there a hotel restaurant
9826,i would like to stay for seven nights
9829,i would like to pay with visa
9830,i would like to pay with dollars
9831,is there a food
9832,where is pool
9833,my room is dirty
9835,can you give me a hairdryer
9836,a room for one week
9837,a double room
9838,i would like to pay with visa
9839,is there a lift
9840,where is the lift
9841,no i don't have a reservation
9842,a room for three nights
9843,a suite
9844,i would like to pay with visa
9845,is there a hotel bar
9846,where is the hotel bar
9847,the bathroom is dirty
9848,in the room isn't a hairdryer
9849,in the room is doesn't have a hairdryer
9850,the room has not a hairdryer
9851,where can i buy a hairdryer
9852,a room for six nights
9853,a suite
9854,i would like to pay by mastercard
9855,is there a gym
9856,where is the gym
9857,my bathroom is dirty
9858,my bathroom is dirty
9859,can i have a hairdryer
9860,hairdryer
9861,can you give me a hairdryer
9862,i don't have a reservation
9863,i don't have a reservation
9864,i would like to have a tea
9865,i would like the steak
9866,i would like two tickets to london
9867,i would like to leave at six o'clock tomorrow
