Id,RecResult,Confidence
3072,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.96 0.96
3073,i would like to pay with euros,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3074,i have only big note,1.0 0.98 1.0 0.99 1.0
3075,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
3076,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
3077,i don't have a pay by credit card,1.0 0.87 0.87 0.86 0.98 1.0 1.0 1.0
3078,can i have one musical ticket,1.0 1.0 1.0 0.82 1.0 0.99
3079,i would like two musical tickets,1.0 1.0 1.0 0.67 1.0 0.69
3080,i would like to go at monday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3081,a ticket to switzerland,1.0 1.0 1.0 0.75
3082,can i have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 0.99 0.63 0.6
3083,can i have a ticket for the lion king,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3084,i would like to sit in the tenth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.41 1.0
3085,can i have a ticket for the natural history museum,1.0 1.0 1.0 0.99 0.99 1.0 0.99 0.99 1.0 1.0
3086,i would like two tickets,1.0 1.0 1.0 1.0 0.99
3087,i would like a orange juice,1.0 1.0 1.0 0.74 1.0 1.0
3088,i would like a sunday roast,1.0 1.0 1.0 0.75 1.0 1.0
3089,i want to go through my sunday roast,1.0 1.0 0.98 0.93 0.74 0.89 1.0 1.0
3090,well done my sunday roast,0.98 0.98 1.0 1.0 1.0
3091,i would like my sunday roast well done,1.0 1.0 1.0 1.0 1.0 1.0 0.98 0.85
3092,i would like carrots,1.0 1.0 1.0 1.0
3093,can i have the dessert card,1.0 1.0 1.0 1.0 1.0 1.0
3094,i would like the dessert card,0.99 0.99 1.0 1.0 0.98 1.0
3095,i like scones,0.85 1.0 0.99
3096,can i have the bill,1.0 1.0 1.0 1.0 1.0
3097,i want to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
3098,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3099,i have no reservation,1.0 1.0 1.0 1.0
3100,can i have a ticket to london,0.91 0.91 0.91 0.73 0.73 1.0 1.0
3101,i would like the sunday morning,1.0 1.0 1.0 0.57 0.98 0.72
3102,my name is paul,1.0 1.0 1.0 0.35
3103,i'm from austria,0.57 1.0 0.98
3104,my name is paul,1.0 1.0 1.0 0.69
3105,i'm from portugal,0.61 1.0 1.0
3106,portugal is not in africa,1.0 1.0 1.0 1.0 1.0
3107,portugal is water,0.75 0.87 0.42
3108,portugal is in europe,1.0 1.0 1.0 0.99
3109,a row,0.99 0.87
3110,i have a bar,0.85 0.78 1.0 0.63
3111,i have three younger brothers,1.0 1.0 0.39 0.99 0.91
3112,i go in the holiday,1.0 1.0 0.6 0.47 0.63
3113,that's my passport,0.94 0.94 0.96
3114,this is my passport,0.98 1.0 1.0 1.0
3115,a ticket for green park,1.0 1.0 0.55 1.0 1.0
3116,i would like to pay with post card,1.0 1.0 1.0 0.66 0.99 1.0 0.5 0.5
3117,can i have a ticket for wicked,0.81 0.86 0.87 0.94 0.9 0.99 0.84
3118,can i have one ticket for the musical,1.0 1.0 1.0 1.0 0.99 1.0 0.97 1.0
3119,i want a musical ticket,1.0 1.0 0.55 0.99 0.78
3120,i would like a ticket for tonight,1.0 1.0 1.0 1.0 1.0 1.0 0.96
3121,i would like a ticket for sandals,1.0 1.0 1.0 1.0 1.0 1.0 0.51
3122,i would like a ticket for this musical,1.0 1.0 1.0 0.99 0.99 1.0 0.99 1.0
3123,i would like a row,1.0 1.0 1.0 0.91 0.97
3124,i would like a ticket for the london eye,1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3125,i need four tickets,0.97 0.82 1.0 1.0
3126,can i have four musical tickets,1.0 1.0 1.0 1.0 0.99 0.98
3127,i would like to go tomorrow night,1.0 1.0 1.0 0.99 1.0 1.0 0.98
3128,i would like four tickets for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.95
3129,i would like a row,1.0 1.0 1.0 0.61 0.62
3130,i would like to sit in the eighth row,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0
3131,i would like a ticket for the science museum,1.0 1.0 1.0 0.98 0.96 1.0 1.0 1.0 1.0
3132,i need four tickets,0.96 0.69 1.0 1.0
3133,i would like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3134,i would like to leave at friday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.98
3135,i would like to leave on friday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
3136,my name is erica,1.0 1.0 1.0 1.0
3137,i am from germany,0.67 0.67 1.0 1.0
3138,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3139,i would like to leave on saturday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3140,my name is thomas,1.0 1.0 1.0 1.0
3141,i'm from portugal,0.94 1.0 1.0
3142,i would like six tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3143,i would like to leave buy o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.5 1.0 1.0
3144,i want to leave at twelve o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.83 1.0 1.0
3145,my name is paul,1.0 1.0 1.0 0.86
3146,i'm from ireland,0.53 1.0 1.0
3147,can i have three tickets to london,1.0 1.0 1.0 0.97 1.0 1.0 1.0
3148,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3149,i would like to leave on tuesday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
3150,my name is james,1.0 1.0 1.0 1.0
3151,i am from ireland,0.83 0.83 1.0 1.0
3152,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3153,i would like to leave on wednesday,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3154,my name is maddalena,1.0 1.0 1.0 1.0
3155,i'm from spain,0.87 1.0 1.0
3156,can i have four tickets to london,1.0 1.0 1.0 0.65 0.82 1.0 1.0
3157,i would like to leave on sunday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3158,my name is mona,1.0 1.0 1.0 0.96
3159,i'm from turkey,0.82 1.0 1.0
3160,my name is janet,1.0 1.0 1.0 0.96
3161,i'm from england,0.67 1.0 1.0
3162,my name is paul,1.0 1.0 1.0 0.94
3163,my name is paul,1.0 1.0 1.0 0.98
3164,i'm from germany,0.7 1.0 1.0
3165,the capital of germany is berlin,1.0 1.0 1.0 1.0 1.0 0.99
3166,i have two large brothers,1.0 1.0 0.91 0.89 0.93
3168,i go in the holidays,1.0 0.78 0.73 0.55 0.69
3169,this is my passport,1.0 1.0 1.0 1.0
3170,my name is janet,1.0 1.0 1.0 1.0
3171,i'm from switzerland,0.86 1.0 1.0
3172,the capital of switzerland is bern,1.0 1.0 1.0 1.0 1.0 1.0
3173,i have four brothers,1.0 1.0 1.0 1.0
3174,i going on holiday,1.0 0.61 0.47 0.89
3175,this is my passport,1.0 1.0 1.0 1.0
3176,this is my passport,1.0 1.0 1.0 1.0
3177,this is my passport,1.0 1.0 1.0 1.0
3178,my name is janet,1.0 1.0 1.0 0.91
3179,i'm from spain,0.94 1.0 1.0
3180,my name is not in africa,0.53 0.53 1.0 1.0 1.0 1.0
3181,pay is in europe,0.67 0.99 0.99 0.99
3182,the capital of spain is madrid,0.99 1.0 1.0 1.0 1.0 1.0
3183,i have four older sisters,1.0 1.0 1.0 0.97 1.0
3184,i go in the holidays,1.0 0.9 0.73 0.54 0.79
3185,this is my passport,1.0 1.0 1.0 1.0
3186,that's my passport,0.99 1.0 1.0
3187,this is my passport,1.0 1.0 1.0 1.0
3188,can i have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3189,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3190,i would like to pay with swiss swiss francs,1.0 1.0 1.0 1.0 1.0 1.0 0.94 1.0 0.95
3191,i have smaller notes,1.0 1.0 0.98 0.88
3192,can i have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3193,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.95
3194,i would like to pay with euros,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3195,i will have only bigger notes,1.0 0.97 1.0 1.0 0.71 0.7
3196,i have only great note,1.0 1.0 1.0 0.98 1.0
3197,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3198,pay with credit card,1.0 1.0 1.0 1.0
3199,i pay with credit card,1.0 1.0 1.0 1.0 1.0
3200,can i have a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3201,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3219,my name is maddalena,1.0 1.0 1.0 1.0
3220,i am from france,0.62 0.62 1.0 0.49
3221,a room for,0.94 0.93 0.71
3222,it's a room please,0.91 0.84 0.68 0.55
3223,i want a room please,0.77 0.68 1.0 1.0 0.98
3225,the capital from germany is berlin,1.0 1.0 0.96 0.96 1.0 1.0
3226,i have four young please,1.0 1.0 1.0 0.73 0.98
3227,i want room dessert menu please,0.45 0.41 0.62 0.3 0.4 0.93
3228,it's five room for four nights,0.87 0.89 1.0 0.82 0.73 0.78
3229,i want boots,1.0 0.91 0.27
3230,i want my passport,0.87 0.85 1.0 1.0
3231,it's this is my passport,0.82 1.0 1.0 1.0 1.0
3232,a room for five nights,1.0 1.0 1.0 1.0 1.0
3233,i would like a room for five nights,0.78 0.43 0.89 1.0 1.0 1.0 1.0 1.0
3234,can i have a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3235,can i have a suite,1.0 1.0 1.0 0.81 0.82
3236,it's too like a suite,0.8 0.86 0.71 0.52 0.49
3237,i want please,1.0 0.61 0.77
3240,it's from from from france,0.89 0.42 0.74 0.62 0.59
3241,is there a restaurant please,0.97 0.97 1.0 0.95 0.92
3242,i'm fine,0.89 1.0
3243,i'd like sandals,0.99 1.0 0.74
3244,i'd like red sandals,0.98 1.0 0.81 1.0
3245,i want peas,1.0 1.0 0.69
3247,for please,0.27 0.56
3248,i'd like a swiss francs,1.0 1.0 0.9 0.84 0.83
3249,i would like the check,1.0 1.0 1.0 1.0 1.0
3250,i want peas,1.0 1.0 0.9
3251,i want a room for six,1.0 1.0 0.85 0.95 0.95 0.95
3252,the sweatshirt is too expensive,0.78 1.0 1.0 1.0 1.0
3253,i want five,0.82 0.56 0.76
3254,i want boots,0.98 0.62 0.42
3255,i would like room please,0.99 0.74 0.74 0.47 0.96
3256,it's forty-one,0.84 0.62
3257,i would like peas,0.89 0.89 1.0 0.58
3258,i like pants,0.52 1.0 0.99
3261,i would like a goulash soup,0.54 0.54 1.0 0.93 0.58 0.41
3262,can i have boots,1.0 1.0 1.0 0.8
3263,can i have four musical please,1.0 1.0 1.0 1.0 0.93 0.7
3264,i want tickets for boots please,1.0 1.0 0.97 1.0 0.67 0.92
3265,i want tickets for tomorrow evening please,1.0 1.0 0.94 1.0 0.95 0.95 1.0
3266,four tickets for king please,1.0 1.0 1.0 0.93 0.4
3267,i want can i have four tickets for king have,0.78 0.77 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.75
3268,i would like four tickets for swimsuits,0.99 0.94 1.0 0.95 0.95 1.0 0.74
3269,i would like a room for five nights please,0.93 0.92 1.0 1.0 1.0 1.0 0.86 0.91 1.0
3270,i would like tickets for seven nights,0.94 0.94 1.0 0.93 1.0 1.0 1.0
3271,i'd like one ticket please,0.62 0.99 0.96 0.71 1.0
3272,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
3273,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
3274,i would like a twin room,1.0 1.0 1.0 1.0 1.0 1.0
3275,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3276,are there a hotel bar,0.93 0.98 0.93 1.0 1.0
3277,i wish there a hotel bar,1.0 0.59 1.0 1.0 1.0 1.0
3278,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
3279,i would like a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3280,can i have a single room,0.94 0.97 0.97 1.0 0.96 1.0
3281,i would like a single room,1.0 1.0 1.0 1.0 1.0 1.0
3282,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3283,i would like to pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3284,i pay with swiss francs,1.0 1.0 1.0 1.0 1.0
3285,i would like to pay with switzer francs,1.0 1.0 1.0 1.0 1.0 1.0 0.72 1.0
3286,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
3287,where is the swimming swimming pool,1.0 1.0 1.0 0.94 1.0 1.0
3288,i want a room for seven nights,0.77 0.77 1.0 1.0 1.0 1.0 1.0
3289,a fitness seven nights,1.0 0.45 0.95 0.95
3290,i would like a room for seven nights,0.88 0.57 0.57 1.0 1.0 1.0 1.0 1.0
3291,a double room,1.0 0.94 0.97
3293,i would like pay with visa,0.59 0.48 0.58 1.0 1.0 1.0
3294,is there a lift,1.0 1.0 1.0 0.96
3295,where is a,0.99 0.75 0.52
3296,can i have a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3297,can i have a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
3298,can i have a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.98
3299,can i have a double room,1.0 1.0 1.0 0.99 0.98 0.98
3300,can i have a double room,1.0 1.0 1.0 1.0 1.0 1.0
3302,can i pay with mastercard,0.84 0.99 1.0 1.0 0.9
3303,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.97
3304,can i pay with mastercard,1.0 1.0 1.0 1.0 0.94
3305,is there a hotel restaurant,1.0 1.0 0.99 1.0 1.0
3306,where is the hotel restaurant,0.97 0.97 0.97 0.97 1.0
3307,can i have a ticket to london,1.0 1.0 1.0 0.99 0.99 1.0 1.0
3308,i want to leave on monday afternoon,1.0 1.0 1.0 1.0 1.0 0.72 1.0
3309,i want to leave on wednesday afternoon,1.0 1.0 1.0 1.0 1.0 0.45 0.97
3310,my name is maddalena,1.0 1.0 1.0 1.0
3311,i am from america,0.75 0.75 1.0 0.61
3312,can i have one musical ticket,0.99 0.99 0.99 0.81 1.0 0.92
3313,can i have one musical ticket,1.0 1.0 1.0 0.73 1.0 0.93
3314,i would like to go on sunday evening,1.0 1.0 1.0 0.98 1.0 1.0 0.79 1.0
3315,can i have a ticket for billy elliot,1.0 1.0 1.0 0.82 0.82 1.0 1.0 1.0
3317,can i have a ticket for billy elliot,1.0 1.0 1.0 0.99 1.0 0.98 0.97 0.96
3318,i want a room for,1.0 1.0 0.91 0.86 0.78
3320,can i have tickets for the national gallery,1.0 1.0 1.0 0.92 1.0 0.99 1.0 1.0
3321,two tickets,1.0 0.99
3322,can i have one ticket,1.0 1.0 1.0 0.63 0.86
3323,can i have two musical tickets,1.0 1.0 1.0 0.56 1.0 0.92
3324,i would like to go at sunday evening,1.0 1.0 1.0 0.97 0.98 0.99 1.0 1.0
3326,can i have tickets for this musical,1.0 1.0 1.0 0.86 1.0 1.0 1.0
3327,can i have tickets for this musical ticket,1.0 1.0 1.0 0.71 1.0 1.0 1.0 0.76
3328,can i have a ticket for the musical ticket,1.0 1.0 1.0 0.53 0.54 1.0 0.54 1.0 0.71
3329,can i have a ticket for starlight express,1.0 1.0 1.0 0.61 0.61 1.0 1.0 1.0
3330,i would like sit hotel bar,1.0 1.0 1.0 0.73 0.97 1.0
3333,can i have a ticket for a,1.0 1.0 1.0 0.69 0.68 1.0 1.0
3334,i would like four tickets for the musical please,0.56 0.49 0.72 1.0 1.0 1.0 0.98 1.0 1.0
3336,i would like four musical tickets please,1.0 1.0 1.0 0.85 1.0 0.87 1.0
3337,four tickets for wednesday evening please,0.95 0.97 1.0 1.0 1.0 0.67
3338,can i have four tickets for wednesday evening,1.0 1.0 1.0 0.98 0.98 1.0 0.98 1.0
3339,can i have four tickets for billy elliot,1.0 1.0 1.0 0.98 0.98 1.0 1.0 1.0
3340,can i have a ticket for this musical,1.0 1.0 1.0 0.73 0.74 1.0 0.92 1.0
3341,for this musical,0.99 0.99 1.0
3342,can i have for that musical,1.0 1.0 1.0 0.93 0.56 0.99
3343,can i have a ticket for billy elliot,1.0 1.0 1.0 0.99 0.99 1.0 0.85 0.85
3344,can i have a ticket for billy elliot,1.0 1.0 1.0 0.97 0.98 1.0 1.0 1.0
3345,can i have a ticket for billy elliot,1.0 1.0 1.0 0.98 0.98 1.0 1.0 1.0
3346,i haven't a reservation,1.0 0.98 1.0 1.0
3347,i would like two tickets to london,1.0 1.0 1.0 0.87 1.0 1.0 1.0
3348,my name is paul,1.0 1.0 1.0 0.79
3349,hairdryer,0.86
3350,for isn't in africa,0.67 1.0 0.98 1.0
3351,for is in europe,0.63 0.64 0.57 0.55
3352,the capital from card,0.99 1.0 0.56 0.66
3353,i have one sister,0.93 0.93 0.91 0.91
3354,i go in holidays,0.92 0.87 0.51 0.54
3355,this is my passport,0.99 0.99 0.99 0.99
3356,the tower,0.41 0.25
3357,that's my passport,1.0 1.0 1.0
3358,my name is stephanie,1.0 1.0 1.0 0.34
3359,i'm from america,0.77 0.94 0.94
3360,my name is jack,0.99 0.99 0.99 0.92
3361,i'm from ireland,0.48 0.61 0.61
3362,my name is nick,1.0 1.0 1.0 1.0
3363,i'm from austria,0.93 1.0 0.99
3364,the capital of austria is,1.0 1.0 1.0 1.0 0.99
3366,i have two younger sisters,0.9 0.9 0.99 0.93 1.0
3367,i go in the holidays,1.0 0.97 0.62 0.51 0.68
3368,this is my passport,1.0 1.0 1.0 1.0
3369,this is my passport,1.0 1.0 1.0 1.0
3370,that's my passport,1.0 1.0 1.0
3371,can i have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3372,i would like to pay with visa,1.0 1.0 1.0 0.99 1.0 1.0 1.0
3373,i would like to pay with euros,1.0 1.0 1.0 0.88 1.0 1.0 0.7
3374,i have only big note,0.99 0.98 1.0 0.87 0.96
3375,i have only great note,0.99 0.98 1.0 1.0 1.0
3376,i have only great note,0.99 1.0 1.0 0.98 1.0
3377,where is the hairdryer,1.0 1.0 0.84 0.59
3378,can i have a ticket to green park,0.61 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3379,i would like to pay with credit card,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3380,i would like to pay with euros,1.0 1.0 1.0 1.0 1.0 1.0 0.98
3381,i have only great note,0.9 0.84 0.9 0.9 0.9
3382,where is the atm,0.66 0.62 0.59 0.52
3383,can i have a ticket to green park,0.74 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3384,i would like to pay with visa,1.0 1.0 1.0 0.98 1.0 1.0 1.0
3385,i would like to pay with dollars,1.0 1.0 1.0 0.98 0.99 1.0 1.0
3386,i have smaller notes,1.0 1.0 1.0 0.75
3387,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
3388,i would like to go tuesday night,1.0 1.0 1.0 0.99 1.0 0.57 0.95
3389,i'd like three tickets to lion king,0.88 0.92 0.53 0.53 0.99 1.0 0.99
3390,can i have three tickets for lion king,1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0
3392,can i have a ticket to the musical,1.0 1.0 1.0 1.0 1.0 1.0 0.64 1.0
3393,i would like a ticket to the musical,1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
3394,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
3396,i would like tickets for british museum,1.0 1.0 1.0 0.56 0.86 1.0 1.0
3397,i need three tickets,1.0 1.0 1.0 0.99
3398,hairdryer,0.96
3399,i would like boots,1.0 1.0 1.0 1.0
3400,i would like red boots,1.0 1.0 1.0 1.0 1.0
3401,i need a forty-three,1.0 1.0 0.94 0.9
3402,i would like a t-shirt,1.0 1.0 1.0 1.0 0.88
3403,i would like a brown t-shirt,1.0 1.0 1.0 0.95 0.87 0.81
3404,i need a small,0.92 0.65 0.56 0.97
3405,how much does it cost,1.0 1.0 0.84 0.86 0.86
3406,the sweatshirt,0.84 0.84
3407,i'm fine,0.35 0.41
3408,i would like boots,1.0 1.0 1.0 0.97
3409,i would like blue boots,1.0 1.0 1.0 0.94 0.96
3410,i would like blue boots,1.0 1.0 1.0 0.69 1.0
3411,i need a saturday night,1.0 1.0 0.66 0.96 0.97
3412,i would like a sweatshirt,1.0 1.0 1.0 1.0 1.0
3413,i would like a pink sweatshirt,1.0 1.0 1.0 1.0 1.0 1.0
3414,i need a small,1.0 0.9 1.0 0.86
3415,how much does it cost,0.78 0.78 0.65 0.68 0.68
3416,how much does it cost sweatshirt,1.0 1.0 1.0 0.98 0.95 0.88
3417,tower bridge the goes this sweatshirt,0.81 0.8 0.9 0.37 0.52 1.0
3418,the sweatshirt is too expensive,1.0 1.0 1.0 1.0 1.0
3419,my name is andrew,0.82 0.81 0.81 0.68
3420,i want a hamburger,0.8 0.8 0.86 0.81
3421,i am from ireland,0.52 0.49 0.54 0.54
3422,can i have four musical tickets,1.0 1.0 0.95 0.44 0.95 0.88
3423,i would like two musical tickets,1.0 1.0 1.0 0.83 1.0 0.92
3424,i would like a ticket for sunday evening,1.0 1.0 1.0 0.95 0.95 1.0 0.99 0.85
3425,i would like two tickets for the park a,1.0 1.0 1.0 1.0 1.0 1.0 0.83 0.38 0.79
3426,i would like two tickets for the natural water,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.49 0.82
3427,can i have two tickets for a water,0.98 0.98 0.98 0.67 0.99 1.0 0.68 0.43
3428,i would like a ticket for,1.0 1.0 1.0 0.98 0.54 0.68
3429,can i have a ticket for this musical,1.0 1.0 1.0 1.0 0.98 1.0 1.0 1.0
3430,i want a ticket for this musical,1.0 1.0 1.0 0.98 1.0 0.95 1.0
3431,i want a row,1.0 1.0 0.69 0.62
3432,i would like a ticket for wicked,1.0 0.98 0.97 0.62 0.61 0.93 0.74
3433,can i have tickets for the natural history museum,0.59 0.81 0.91 0.54 1.0 1.0 1.0 1.0 1.0
3434,i want ticket,0.78 0.41 0.3
3435,i would like three tickets,1.0 1.0 1.0 0.45 0.46
3436,i would like two musical tickets,1.0 1.0 1.0 0.45 1.0 0.74
3437,i would like to go tomorrow,1.0 1.0 1.0 1.0 1.0 1.0
3438,can i have a ticket for tomorrow night,1.0 1.0 1.0 0.99 0.98 1.0 1.0 1.0
3439,i would like a ticket for the seven row,1.0 1.0 1.0 0.92 0.91 1.0 1.0 0.94 0.95
3440,can i have a ticket for the phantom the older,1.0 1.0 1.0 1.0 0.99 1.0 0.96 0.86 0.89 0.3
3441,i want to sit in the fifth row,1.0 1.0 0.74 1.0 1.0 1.0 0.99 1.0
3442,i have a ticket for the national gallery,0.59 0.52 0.61 0.65 1.0 1.0 1.0 1.0
3443,i need three tickets,1.0 1.0 0.98 0.98
3444,i would like two tickets to london,1.0 1.0 1.0 0.97 1.0 1.0 1.0
3445,i would like to leave on monday water,1.0 1.0 1.0 1.0 0.98 1.0 1.0 0.45
3446,how much is paul,0.58 0.58 0.82 0.46
3447,i would like a cheaper ticket,1.0 1.0 1.0 0.89 0.74 0.84
3448,i would like a ticket,1.0 1.0 1.0 0.42 0.65
3449,my name is nick,1.0 1.0 1.0 1.0
3450,i'm from canada,0.86 1.0 0.99
3451,i would like a ticket to london,1.0 1.0 1.0 0.98 0.98 1.0 1.0
3452,i would like to leave on monday,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3453,how much does it cost,1.0 1.0 0.93 0.89 0.94
3454,i would like a ticket,1.0 1.0 1.0 0.82 0.28
3455,my name is paul,1.0 0.99 1.0 1.0
3456,i'm from switzerland,0.82 1.0 1.0
3457,can i have a ticket to notting hill,0.96 1.0 1.0 1.0 1.0 1.0 1.0 0.89
3458,can i have a ticket to notting hill,0.69 0.91 0.84 1.0 1.0 1.0 0.97 0.94
3459,i would like a ticket to notting hill,1.0 0.98 1.0 1.0 1.0 1.0 0.63 0.62
3460,i will pay with mastercard,1.0 0.94 1.0 1.0 0.65
3461,i would room credit card,0.98 0.75 0.44 0.79 0.69
3462,i would like to pay with credit card,1.0 1.0 1.0 1.0 0.88 1.0 1.0 1.0
3463,i would like a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 0.88 0.59 0.56
3464,i would like to pay with mastercard,1.0 1.0 1.0 0.97 0.94 1.0 0.99
3465,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.98
3466,i would like a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 0.79 0.48 0.46
3467,i would like pay with credit card,1.0 1.0 1.0 0.87 0.99 0.99 0.99
3468,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3469,i would like to pay with dollars,1.0 1.0 1.0 1.0 0.97 1.0 1.0
3470,i have smaller note,0.71 0.7 0.99 0.74
3471,i have smaller note,1.0 1.0 1.0 0.74
3472,i would like a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3473,i would like to pay with credit card,1.0 1.0 1.0 0.99 0.83 1.0 1.0 1.0
3474,where is the british museum,1.0 1.0 1.0 1.0 1.0
3475,where is the piccadilly circus,1.0 1.0 0.77 1.0 1.0
3476,which bus goes there,1.0 1.0 1.0 1.0
3477,marble arch is,1.0 1.0 0.98
3478,where is the national gallery,1.0 1.0 1.0 1.0 1.0
3479,the london,0.38 0.98
3480,which bus goes there,0.72 0.72 0.84 0.84
3481,the tower,0.76 0.79
3482,want row,0.39 0.83
3483,i want to go,1.0 1.0 1.0 1.0
3484,i want row,0.99 0.99 0.31
3485,a,0.95
3486,i would like sandals,1.0 1.0 1.0 1.0
3487,i would like brown sandals,1.0 1.0 1.0 1.0 1.0
3488,forty two,0.77 0.82
3489,i would like pants,1.0 1.0 1.0 0.61
3490,i would like,1.0 1.0 1.0
3491,i would like pants,1.0 1.0 1.0 0.94
3492,a hairdryer,0.51 0.95
3493,i would like sandals,1.0 1.0 1.0 1.0
3494,i would like white sandals,1.0 1.0 1.0 0.97 1.0
3495,i want a forty,0.74 0.42 0.46 0.64
3496,i would like a t-shirt,1.0 1.0 1.0 1.0 0.92
3497,i would like a t-shirt,1.0 1.0 1.0 0.95 0.89
3498,small,0.68
3499,that's too large,0.47 0.47 0.97
3500,i a hairdryer,0.98 0.59 0.88
3502,i do not want this t-shirt,1.0 1.0 1.0 1.0 1.0 0.9
3503,i do not want this,1.0 1.0 1.0 0.99 0.82
3505,i would like sandals,1.0 1.0 1.0 0.99
3506,i would like red,1.0 1.0 1.0 0.99
3507,i'm good,0.8 0.97
3508,i would like a t-shirt,1.0 1.0 1.0 0.93 0.93
3509,i would like a white shirt,1.0 1.0 1.0 0.98 0.97 0.95
3510,i need a large,0.97 0.96 0.65 1.0
3511,austria is euro,0.35 0.33 0.47
3512,how much is this t-shirt,1.0 1.0 1.0 0.89 0.59
3513,the tower,0.66 0.43
3514,i'm fine,0.83 0.84
3515,a hamburger,0.77 0.61
3516,i would like boots,0.99 0.98 0.97 0.98
3517,i would like brown boots,1.0 1.0 1.0 1.0 1.0
3518,forty two,0.75 0.72
3519,i would like the,1.0 1.0 1.0 0.33
3520,a room for,0.89 0.89 0.89
3521,i need large,0.97 0.97 0.96
3523,brown boots,0.55 0.83
3524,shirt boots,0.87 0.64
3525,a room for,0.75 0.73 0.74
3526,i do not want this,1.0 1.0 1.0 1.0 0.99
